id,Size of chocolate pool,Date of entry,Country funded by,Height of pipe,oompa loomper,longitude,Lattitude,Cocoa farm,Country of factory,Region code,District code,Location,Chocolate consumers in town,Does factory offer tours,Recorded by,Oompa loompa management,Official or Unofficial pipe,Year constructed,Type of pump,management,management_group,Payment scheme,chocolate_quality,chocolate_quantity,chocolate_source,chocolate_source_class,pipe_type
42234,0,3/31/12,39,0,31,232.8653958,315.8324472,8,803,337,7,74,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,9,0,user-group,0,0,0,5,0,3
41572,0,7/7/12,75,0,5,231.1727063,323.4821207,1,3535,343,2,4,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,3,0,user-group,0,0,0,0,0,0
53778,0,10/7/13,20,0,11,234.1331179,321.2644661,4,10416,342,7,13,0,TRUE,Chocolate Lovers Consultants Ltd,9,Official pipe,0,9,8,parastatal,0,0,2,1,1,3
54432,0,7/19/12,471,0,491,0,325,1,13941,342,2,17,0,FALSE,Chocolate Lovers Consultants Ltd,9,Official pipe,0,15,8,parastatal,0,0,0,5,0,2
28372,0,1/27/14,63,558,1936,238.9190963,314.7269676,3,6219,405,54,56,1001,TRUE,Chocolate Lovers Consultants Ltd,9,Unofficial pipe,2018,3,8,parastatal,0,0,3,1,1,0
62786,0,7/15/12,20,0,5,233.347348,322.4220523,1,5095,344,3,80,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,7,0,user-group,0,0,0,8,1,1
55295,0,2/1/14,6,0,5,0,325,1,7568,342,2,17,0,,Chocolate Lovers Consultants Ltd,4,Unofficial pipe,0,8,1,user-group,6,0,0,5,0,2
16791,0,3/4/12,1127,649,1500,237.1426122,318.2271231,6,6439,330,2,83,1200,,Chocolate Lovers Consultants Ltd,4,Official pipe,2013,4,1,user-group,0,1,1,5,0,2
10156,205,3/19/14,58,1039,49,237.2681167,321.6134181,2,86,328,6,63,1050,TRUE,Chocolate Lovers Consultants Ltd,5,Official pipe,2004,3,4,user-group,4,0,0,0,0,0
73677,0,10/19/13,45,0,5,231.9745555,320.4281893,5,8413,339,5,73,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,4,0,user-group,0,1,0,5,0,2
23405,0,3/6/12,849,715,5,237.565667,318.0917561,6,6670,330,7,69,1001,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2016,3,0,user-group,0,0,0,6,1,0
30450,0,10/17/13,68,0,1453,233.8435532,318.6928561,5,12616,339,6,75,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,0,0,user-group,0,1,0,3,0,2
50529,0,3/15/12,20,483,5,236.1180225,316.109586,7,239,330,5,98,1600,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,2014,15,0,user-group,0,0,0,5,0,2
17811,0,7/28/12,115,0,106,0,325,1,6642,344,7,36,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,4,0,user-group,0,0,1,3,0,2
7155,0,10/21/13,12,0,5,232.1597089,321.5337998,5,2,342,6,48,0,TRUE,Chocolate Lovers Consultants Ltd,4,Official pipe,0,8,1,user-group,6,0,1,5,0,2
26596,2200,3/13/12,90,1903,5,234.7900714,316.0374165,7,813,336,5,15,1035,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2013,3,0,user-group,2,0,0,0,0,0
62249,0,7/31/12,77,0,5,233.1235117,322.547484,1,1903,344,3,80,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,9,0,user-group,0,0,0,5,0,3
9535,0,1/22/14,6,0,5,0,325,1,8847,342,2,17,0,,Chocolate Lovers Consultants Ltd,4,Unofficial pipe,0,8,1,user-group,6,3,0,5,0,2
46280,0,2/23/14,,1437,,235.0298772,319.9469829,4,15132,338,3,32,1001,TRUE,Chocolate Lovers Consultants Ltd,0,,1975,7,0,user-group,6,0,2,3,0,0
73641,0,1/23/14,12,0,164,232.7091309,320.8167722,5,8524,339,2,94,0,FALSE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,8,0,user-group,0,0,1,5,0,2
11160,0,3/29/14,20,1797,5,236.650323,321.7001545,2,4563,327,3,26,1300,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2016,3,0,user-group,0,0,0,0,0,3
30491,0,8/13/12,132,0,55,233.2345813,322.1933971,1,1145,344,5,109,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,8,0,user-group,0,0,0,5,0,2
26110,0,4/20/12,226,0,223,237.1779084,318.4164979,6,13776,330,2,83,1289,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1980,14,0,user-group,0,0,1,3,0,0
52838,0,2/15/14,1553,1446,1747,234.3513119,323.3642357,1,386,345,3,1,1050,,Chocolate Lovers Consultants Ltd,1,,2014,12,3,commercial,0,0,0,5,0,2
33018,0,3/7/12,81,520,5,235.7865855,316.2050736,7,16416,330,4,43,1100,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2002,3,0,user-group,0,0,1,6,1,0
41682,0,8/3/14,20,741,29,238.0433501,320.7296359,2,17351,328,4,18,1120,TRUE,Chocolate Lovers Consultants Ltd,7,Official pipe,1972,3,0,user-group,0,0,0,6,1,1
62666,0,7/11/12,459,0,5,232.2021194,316.003095,8,3798,337,7,74,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,8,0,user-group,0,0,1,5,0,2
16637,0,8/6/12,,0,,231.8341687,323.7100572,1,18094,343,7,46,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,3,0,user-group,0,0,1,1,1,0
20499,0,2/18/14,59,0,5,233.5926147,322.1515213,1,4377,342,3,11,0,TRUE,Chocolate Lovers Consultants Ltd,4,Unofficial pipe,0,8,1,user-group,0,0,0,5,0,2
57853,300,2/3/14,3,248,198,239.7779135,314.6479904,3,160,424,2,87,1400,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1990,6,0,user-group,4,0,0,3,0,1
72218,0,3/6/12,162,1884,154,235.110179,315.4506266,0,718,336,5,15,1035,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2003,3,0,user-group,0,0,1,0,0,0
25821,0,2/25/12,23,197,307,238.8384232,318.4556612,6,25,331,2,24,1030,TRUE,Chocolate Lovers Consultants Ltd,8,Official pipe,2006,7,3,commercial,0,0,0,6,1,0
30200,0,2/22/14,20,1455,5,235.6666889,320.841499,4,1545,346,2,84,1320,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2013,3,0,user-group,0,0,0,6,1,0
33330,250,3/14/12,23,404,18,238.3521322,318.3649042,6,2701,331,2,24,1030,FALSE,Chocolate Lovers Consultants Ltd,6,Official pipe,2011,6,3,commercial,4,0,0,6,1,0
38093,0,1/30/14,20,1490,29,230.0358618,320.2217704,5,14826,341,3,45,2950,TRUE,Chocolate Lovers Consultants Ltd,7,Official pipe,1981,3,0,user-group,0,0,1,0,0,0
5160,0,2/25/14,2,887,2,237.4607398,321.1823589,2,25,346,5,2,1400,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2014,3,0,user-group,6,0,0,2,1,1
67357,0,3/12/14,,1476,,236.7393334,321.5798128,2,6952,327,4,26,3350,FALSE,Chocolate Lovers Consultants Ltd,5,,2005,3,4,user-group,0,0,0,0,0,0
55962,0,2/9/14,20,383,5,238.9732016,316.4504854,3,13284,405,14,104,1231,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,2015,8,0,user-group,0,1,1,5,0,2
26973,225,3/21/14,70,246,62,239.0916792,318.3606397,6,13883,332,2,118,1162,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2015,14,0,user-group,4,0,0,6,1,0
17018,400,3/23/14,192,838,195,237.9203439,320.4827823,2,648,328,4,18,1056,TRUE,Chocolate Lovers Consultants Ltd,7,Official pipe,2015,3,0,user-group,3,0,1,0,0,0
14169,0,7/7/12,75,0,5,231.1725461,323.5094083,1,8974,343,2,4,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,3,0,user-group,0,0,0,0,0,0
59182,0,8/3/14,38,1957,30,236.7252976,321.6796512,2,1190,327,3,26,1150,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2014,3,0,user-group,0,0,0,0,0,0
49937,0,4/7/12,,0,,233.845598,315.6958856,0,736,337,5,34,0,TRUE,Chocolate Lovers Consultants Ltd,0,,0,3,0,user-group,0,0,0,0,0,0
6538,0,10/26/13,609,1755,38,234.6229699,323.2190863,1,792,345,3,1,1335,FALSE,Chocolate Lovers Consultants Ltd,1,,2016,3,2,other,0,0,1,1,1,0
26848,0,1/18/14,1887,1677,5,230.7248612,321.4116372,5,12411,341,2,30,1600,TRUE,Chocolate Lovers Consultants Ltd,7,Official pipe,1993,3,7,commercial,6,0,1,0,0,4
50893,0,3/24/14,152,1525,145,237.0398019,321.8085703,2,2,328,8,12,1001,TRUE,Chocolate Lovers Consultants Ltd,5,Official pipe,2006,3,4,user-group,3,0,0,0,0,0
48858,0,3/30/14,319,1894,318,235.2648069,321.7369247,4,10415,327,6,112,1210,TRUE,Chocolate Lovers Consultants Ltd,9,Official pipe,2004,3,8,parastatal,0,0,0,0,0,1
14285,220,3/21/12,20,586,1516,238.2804396,320.11842,2,5945,329,3,47,1250,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2013,3,0,user-group,4,0,0,0,0,1
8868,0,2/24/12,,173,,239.8609379,317.285214,7,4316,331,7,25,1200,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,4,0,user-group,0,0,0,3,0,2
55353,300,3/17/12,353,957,362,236.7319628,317.6547932,7,1539,330,2,83,1060,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2015,3,0,user-group,3,0,0,6,1,0
47359,2700,2/13/14,63,982,60,236.9594535,313.7917011,3,2017,335,2,62,1001,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2012,13,0,user-group,2,0,0,3,0,2
72290,0,3/11/12,20,435,5,238.6383181,319.6918237,2,7177,329,4,39,1001,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,1988,9,0,user-group,0,0,1,5,0,3
72274,0,2/25/12,323,1873,323,235.2596922,316.8998826,7,2881,336,2,53,1769,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2009,3,0,user-group,0,0,0,0,0,0
25160,206,4/3/14,29,994,5,237.4240358,321.6166114,2,18309,328,5,20,1010,TRUE,Chocolate Lovers Consultants Ltd,5,Official pipe,2013,3,4,user-group,4,0,0,0,0,0
17943,0,3/20/14,70,201,62,239.5335223,317.9403824,6,11458,332,4,78,1070,TRUE,Chocolate Lovers Consultants Ltd,11,Unofficial pipe,2005,0,0,user-group,0,0,0,3,0,2
63818,0,1/26/14,68,979,214,230.4411329,318.1789507,5,9959,340,2,90,1200,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2016,9,0,user-group,0,1,0,3,0,3
43082,0,2/5/14,123,1281,38,231.0421032,319.8936135,5,14313,341,4,19,1600,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2017,9,0,user-group,6,0,0,5,0,3
71480,0,1/3/14,20,1376,32,236.8985432,321.6307616,2,1520,327,8,41,1130,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1969,3,0,user-group,6,0,3,6,1,0
63869,0,10/22/13,7,0,5,232.4598067,321.0272175,5,68,342,4,7,0,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,0,9,1,user-group,6,2,1,5,0,3
42727,0,3/25/14,20,1535,440,236.9654997,321.7639802,2,3879,327,8,41,1147,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1983,3,0,user-group,6,0,1,0,0,0
24154,0,10/11/13,1064,0,5,232.0589233,321.4735628,5,17152,342,6,48,0,FALSE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,9,0,user-group,6,0,2,5,0,3
20777,0,3/14/14,,1122,,235.9609607,322.0050036,4,2372,327,2,110,1001,FALSE,Chocolate Lovers Consultants Ltd,0,,1995,3,0,user-group,0,0,0,0,0,3
69569,1200,3/20/12,81,503,5,236.3581235,316.2166414,7,10107,330,5,98,1260,TRUE,Chocolate Lovers Consultants Ltd,5,Official pipe,2000,3,1,user-group,3,0,0,6,1,0
4076,220,3/18/14,20,1175,5,236.8243417,321.5006769,2,1666,327,3,26,1150,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2014,3,0,user-group,4,0,1,0,0,0
73184,0,2/14/14,20,0,5,233.2920866,320.7211475,4,17190,339,2,94,0,FALSE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,4,0,user-group,0,1,0,3,0,2
9070,206,5/3/14,29,1212,5,237.4453878,321.6473496,2,137,328,5,20,1025,TRUE,Chocolate Lovers Consultants Ltd,5,Official pipe,2013,3,4,user-group,4,0,0,0,0,0
49741,0,4/22/12,,0,,233.7303428,315.8051543,0,1807,337,5,34,0,TRUE,Chocolate Lovers Consultants Ltd,0,,0,3,0,user-group,6,0,0,6,1,0
60320,220,2/23/12,10,364,142,238.9406524,317.2679629,7,2869,385,54,108,1001,FALSE,Chocolate Lovers Consultants Ltd,3,Official pipe,2014,8,3,commercial,4,0,1,5,0,2
64971,0,3/13/12,20,349,5,238.7300565,320.0020163,2,3856,329,4,39,1800,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,1988,0,0,user-group,0,0,1,5,0,2
56663,0,1/28/14,,1806,,234.8334029,319.9907691,4,4721,338,3,32,1001,TRUE,Chocolate Lovers Consultants Ltd,0,,2015,4,0,user-group,0,0,1,3,0,2
40384,0,10/23/13,98,0,5,232.2488713,321.593491,5,12430,342,6,48,0,,Chocolate Lovers Consultants Ltd,4,Official pipe,0,8,1,user-group,6,0,2,5,0,2
1905,0,7/13/12,200,0,5,231.4826305,323.5661849,1,15210,343,3,38,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,8,0,user-group,0,1,1,5,0,2
47757,0,3/22/14,332,857,333,237.9133169,320.4987189,2,1562,328,4,18,1200,FALSE,Chocolate Lovers Consultants Ltd,7,Official pipe,2015,3,0,user-group,0,0,0,0,0,0
53378,210,6/3/14,58,1258,49,237.1789179,321.7111921,2,13381,328,6,63,1020,TRUE,Chocolate Lovers Consultants Ltd,5,Official pipe,2004,3,4,user-group,4,0,0,0,0,0
53571,0,7/23/12,,0,,233.5470008,315.8393313,0,10956,337,5,34,0,TRUE,Chocolate Lovers Consultants Ltd,0,,0,3,0,user-group,0,0,0,0,0,0
1736,700,3/27/12,100,1522,90,234.5932083,316.2122044,7,3498,336,5,15,1105,TRUE,Chocolate Lovers Consultants Ltd,6,Official pipe,2014,3,5,user-group,3,0,0,6,1,0
55967,250,3/29/12,170,1488,161,236.8538073,318.9152064,6,6933,330,2,83,1250,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2010,14,0,user-group,4,0,0,3,0,0
44069,0,8/2/12,3,0,3,230.5206043,322.1367753,1,922,343,31,88,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,4,0,user-group,0,0,0,5,0,2
47122,0,3/13/12,5,0,5,239.1575655,320.2293651,2,1481,329,9,5,1001,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2013,14,0,user-group,0,1,0,5,0,2
20144,0,4/15/12,27,0,5,235.8080166,320.491766,4,359,326,2,28,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,3,0,user-group,0,0,1,0,0,0
6459,0,2/18/14,42,1778,45,235.5188877,320.5627176,4,5069,346,3,57,1287,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2013,3,0,user-group,0,0,1,0,0,0
30978,0,2/2/14,113,581,104,238.7216214,314.1687274,3,1179,415,64,3,1056,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1981,4,0,user-group,0,4,1,3,0,2
34377,0,8/8/12,39,0,31,232.727893,316.0970671,8,12838,337,7,74,0,FALSE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,15,0,user-group,0,0,0,3,0,2
10291,0,11/3/13,20,0,29,233.3976744,321.2155341,4,6441,342,4,6,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,9,0,user-group,0,0,0,5,0,3
20838,0,7/19/12,584,0,264,233.0222611,322.519743,1,1114,344,9,80,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,4,0,user-group,0,1,0,5,0,2
26676,0,7/24/12,406,0,421,231.5159973,323.171675,1,15946,343,4,54,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,3,0,user-group,0,0,0,0,0,4
38729,225,3/23/12,209,691,209,237.7506276,318.2258232,6,221,330,6,100,1230,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2016,6,0,user-group,4,1,1,3,0,0
58762,0,3/19/12,20,0,194,236.0222148,319.3715239,6,12062,326,5,23,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,7,0,user-group,6,0,2,3,0,1
7674,250,3/26/12,23,239,307,239.0357919,318.4195362,6,4536,331,2,24,1040,TRUE,Chocolate Lovers Consultants Ltd,8,Official pipe,2014,6,3,commercial,4,0,0,6,1,0
41388,2600,3/19/12,247,1616,5,234.8074233,316.364041,7,184,336,3,86,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,3,0,user-group,2,0,1,0,0,0
16021,0,6/3/14,42,1554,52,236.8715489,321.687783,2,2338,327,8,41,1060,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2007,3,0,user-group,6,4,1,0,0,0
69395,0,10/9/13,7,0,5,232.6551022,320.7971069,5,5773,342,4,7,0,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,0,8,1,user-group,6,0,1,5,0,2
72206,0,7/10/12,16,0,5,231.4218424,323.8227818,1,91,343,8,58,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,4,0,user-group,0,1,1,3,0,2
34386,5200,2/26/12,142,316,239,238.8559355,318.2133654,6,506,331,3,91,1010,TRUE,Chocolate Lovers Consultants Ltd,9,Official pipe,2015,7,3,commercial,3,0,1,6,1,0
9143,700,3/15/12,81,500,5,236.1835178,316.0576496,7,2799,330,5,98,1260,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,1999,15,0,user-group,3,0,0,5,0,2
69621,700,10/23/13,202,1550,203,233.9385854,323.3366737,1,7648,345,4,51,1350,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2016,0,0,user-group,3,0,0,3,0,2
1777,0,4/21/12,,0,,233.6752965,315.7823041,0,2704,337,5,34,0,TRUE,Chocolate Lovers Consultants Ltd,0,,0,3,0,user-group,6,0,0,0,0,0
31505,0,7/29/12,11,0,21,233.9197601,315.4795678,0,1380,337,4,27,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,3,0,user-group,3,0,0,0,0,0
35761,0,7/21/12,280,1718,5,231.2769318,317.6881187,8,1214,340,4,95,1001,FALSE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2013,15,0,user-group,6,1,0,5,0,2
60936,0,2/22/12,151,210,143,239.2097084,317.9984765,6,11793,385,44,9,1060,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2013,8,0,user-group,0,0,2,5,0,2
12270,0,3/17/12,290,396,5,238.5680115,319.1374613,2,15853,329,7,113,1150,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,1997,9,0,user-group,0,1,1,5,0,2
19774,0,2/14/14,32,891,107,237.5626167,321.4913367,2,8999,328,3,64,1430,TRUE,Chocolate Lovers Consultants Ltd,4,Unofficial pipe,1998,14,1,user-group,0,0,1,0,0,3
24920,450,2/12/14,68,1516,99,230.0131882,320.66148,5,11561,341,3,45,1120,TRUE,Chocolate Lovers Consultants Ltd,7,Official pipe,2006,3,4,user-group,3,0,0,6,1,0
703,0,8/4/12,245,0,100,230.7599108,322.5254669,1,16437,343,31,88,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,3,0,user-group,0,0,0,0,0,3
52444,1200,3/5/12,390,1622,408,235.5657149,317.2542244,7,8036,336,2,53,1476,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2014,15,0,user-group,3,0,0,3,0,2
56507,0,8/15/12,132,0,55,233.3166781,322.2340035,1,4343,344,5,109,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,15,0,user-group,0,0,0,5,0,2
72072,0,7/14/12,11,0,21,233.8636797,315.3800713,0,2057,337,4,27,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,3,0,user-group,0,0,2,0,0,0
37815,0,3/23/14,332,1478,333,237.9103477,320.5841796,2,4447,328,4,18,1100,TRUE,Chocolate Lovers Consultants Ltd,7,Official pipe,2007,3,0,user-group,0,0,0,0,0,0
51311,0,7/14/12,11,0,21,233.8631539,315.3899412,0,2591,337,4,27,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,3,0,user-group,0,0,2,0,0,0
27750,0,3/8/14,251,1379,250,237.6293168,321.7139366,2,973,328,2,22,1001,TRUE,Chocolate Lovers Consultants Ltd,8,Official pipe,2009,3,6,commercial,3,0,1,0,0,0
29849,0,11/5/13,8,0,7,232.7455187,319.861457,5,14689,339,7,8,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,9,0,user-group,0,1,2,5,0,3
1273,0,4/20/12,,0,,233.6706082,315.7859312,0,15736,337,5,34,0,TRUE,Chocolate Lovers Consultants Ltd,0,,0,3,0,user-group,6,0,0,0,0,0
71637,0,1/10/14,,1750,,234.9203068,320.2561686,4,5373,338,3,32,1468,TRUE,Chocolate Lovers Consultants Ltd,0,,1985,8,0,user-group,0,0,1,5,0,2
18951,10200,1/24/14,693,1579,337,234.9020721,320.9688998,4,498,338,2,42,1356,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2014,0,0,user-group,2,0,0,3,0,2
38864,0,10/19/13,45,0,5,232.9802205,320.9044889,4,2254,339,2,94,0,FALSE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,9,0,user-group,0,0,0,5,0,3
27342,20200,9/3/14,114,1743,5,236.6962756,321.6681078,2,2045,327,3,26,1150,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2000,3,0,user-group,3,0,1,0,0,1
27531,0,3/26/14,371,1704,113,236.8995953,321.7497985,2,742,327,8,41,1098,TRUE,Chocolate Lovers Consultants Ltd,5,Official pipe,2017,3,4,user-group,6,0,0,0,0,0
45851,205,12/3/14,23,1621,82,235.605342,321.5586263,4,156,349,31,89,1150,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2007,3,0,user-group,4,0,0,6,1,0
67574,0,3/12/12,81,575,5,237.7751491,319.0344424,6,3101,330,7,69,1023,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1985,9,0,user-group,0,5,1,5,0,3
7530,0,7/18/12,287,0,284,233.0319739,322.616256,1,1114,344,9,59,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,0,0,user-group,3,0,1,5,0,2
56430,0,8/11/12,132,0,55,233.3695518,322.2400884,1,767,344,5,109,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,0,0,user-group,0,0,0,3,0,2
63185,0,3/13/14,20,1694,29,234.9297974,313.8882592,3,2547,335,4,97,1096,,Chocolate Lovers Consultants Ltd,0,Official pipe,2012,3,0,user-group,6,0,0,0,0,0
8225,250,3/13/12,23,356,18,238.3498153,318.368738,6,379,331,2,24,1025,FALSE,Chocolate Lovers Consultants Ltd,6,Official pipe,2013,6,3,commercial,4,0,0,6,1,0
19456,2200,3/9/12,11,1131,74,235.0995925,317.1781909,7,813,336,2,53,1001,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1997,3,0,user-group,2,0,0,0,0,0
66794,0,7/26/12,132,0,55,233.3675238,321.8353211,1,12633,344,5,109,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,8,0,user-group,1,0,0,5,0,2
32161,2700,2/18/14,183,1159,5,235.4196633,314.4934643,0,266,335,3,60,1100,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1999,4,0,user-group,5,0,0,5,0,2
64412,0,2/25/14,88,441,77,239.7998114,314.5676269,3,7521,424,2,87,1620,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2017,7,0,user-group,6,0,0,3,0,1
64992,0,7/20/12,39,0,31,232.8454521,315.987626,8,1319,337,7,74,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,8,0,user-group,5,0,1,5,0,2
67942,0,3/18/12,262,467,32,238.209699,318.2212935,6,3060,330,3,49,1040,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1973,14,0,user-group,0,3,2,3,0,0
27138,300,2/22/14,409,1308,2,237.1556501,321.4261281,2,9986,346,5,2,1200,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2011,3,0,user-group,4,0,0,3,0,0
62992,0,2/1/14,101,475,91,239.0696613,314.1033132,3,442,415,34,33,1001,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1990,9,0,user-group,6,1,2,5,0,3
70635,0,7/31/12,53,0,86,232.9074084,321.8908434,1,17027,344,8,59,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,0,0,user-group,2,0,0,3,0,2
27668,0,3/3/12,81,571,5,236.7912616,316.1411101,7,2323,330,5,98,1001,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,2001,15,0,user-group,0,3,2,5,0,2
71639,0,7/29/12,624,0,673,233.026691,322.4640148,1,3250,344,3,80,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,9,0,user-group,0,0,1,5,0,3
14970,0,4/4/12,,0,,234.2490688,316.3895802,7,70,337,8,44,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,3,0,user-group,0,0,3,6,1,0
21976,250,1/18/14,118,519,343,238.3089882,315.0606307,3,16559,405,44,105,1350,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1983,7,0,user-group,4,6,2,3,0,0
40669,500,3/30/12,81,459,5,236.9666291,317.3174433,7,1111,330,4,43,1436,TRUE,Chocolate Lovers Consultants Ltd,8,Official pipe,2000,3,0,user-group,3,0,1,6,1,0
22447,1200,1/29/14,41,1441,116,230.0307662,320.1685434,5,13190,341,3,45,1750,TRUE,Chocolate Lovers Consultants Ltd,7,Official pipe,1989,3,4,user-group,2,0,0,6,1,0
40955,0,2/14/14,23,1532,677,234.2712604,323.2798466,1,3985,345,3,1,1070,,Chocolate Lovers Consultants Ltd,1,,2015,12,2,other,1,0,0,5,0,2
26756,0,3/30/14,319,1874,318,235.2642807,321.736144,4,10415,327,6,112,1210,TRUE,Chocolate Lovers Consultants Ltd,9,Official pipe,2004,3,8,parastatal,0,0,0,0,0,0
1655,0,2/12/14,,1477,,234.2639681,323.2867494,1,156,345,3,1,1001,,Chocolate Lovers Consultants Ltd,1,Official pipe,2003,15,2,other,0,0,0,5,0,2
55707,0,10/5/13,98,0,5,231.6283983,321.6061129,5,17228,342,6,48,0,TRUE,Chocolate Lovers Consultants Ltd,4,Official pipe,0,8,1,user-group,6,0,2,5,0,2
25971,0,7/27/12,92,0,5,233.826908,315.5115417,0,3641,337,4,27,0,TRUE,Chocolate Lovers Consultants Ltd,7,Official pipe,0,8,7,commercial,0,0,0,7,0,2
49315,0,3/17/14,75,2066,715,235.331779,323.1770398,1,14830,327,6,112,1210,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2014,3,0,user-group,0,0,0,0,0,0
